Player,Pos,Ht_in,Wt,Birth Date,Colleges
Terry Teagle,F-G,77,195.0,1960-04-10,Baylor
Jeff Teague,G,75,195.0,1988-06-10,Wake Forest
Marquis Teague,G,74,189.0,1993-02-28,Kentucky
Mirza Teletovi?,F,81,242.0,1985-09-18,
Sebastian Telfair,G,72,165.0,1985-06-09,
Collis Temple,F,80,220.0,1952-11-08,LSU
Garrett Temple,G,77,195.0,1986-05-08,LSU
Miloš Teodosi?,G,77,196.0,1987-03-19,
Ira Terrell,F-C,80,200.0,1954-06-19,SMU
Jared Terrell,G,75,227.0,1995-02-10,Rhode Island
Carlos Terry,G-F,77,210.0,1956-06-22,Winston-Salem State
Chuck Terry,F,78,215.0,1950-09-27,Cal State Long Beach
Claude Terry,G-F,76,195.0,1950-01-12,Stanford
Emanuel Terry,F,81,220.0,1996-08-21,Lincoln Memorial
Jason Terry,G,74,185.0,1977-09-15,Arizona
Tyrell Terry,G,74,160.0,2000-09-28,Stanford
Jon Teske,C,85,265.0,1997-05-04,Michigan
Hasheem Thabeet,C,87,263.0,1987-02-16,UConn
Tom Thacker,G-F,74,170.0,1939-11-02,Cincinnati
Floyd Theard,G,73,170.0,1944-09-05,Kentucky State University
Daniel Theis,C,80,245.0,1992-04-04,
Reggie Theus,G,79,190.0,1957-10-13,UNLV
Peter Thibeaux,F,79,210.0,1961-10-03,Saint Mary's
Bill Thieben,F-C,79,215.0,1935-03-28,Hofstra
Justus Thigpen,G,73,160.0,1947-08-13,Weber State
David Thirdkill,F-G,79,195.0,1960-04-12,Bradley
Adonis Thomas,F,79,200.0,1993-03-25,Memphis
Billy Thomas,G,76,208.0,1975-12-23,Kansas
Brodric Thomas,G,77,185.0,1997-01-28,Truman State University
Cam Thomas,G,76,210.0,2001-10-13,LSU
Carl Thomas,G,76,175.0,1969-10-03,Eastern Michigan
Charles Thomas,G,75,175.0,1969-10-03,Eastern Michigan
Etan Thomas,F,81,256.0,1978-04-01,Syracuse
Irving Thomas,F,80,225.0,1966-01-02,Kentucky Florida State
Isaiah Thomas,G,69,185.0,1989-02-07,Washington
Isiah Thomas*,G,73,180.0,1961-04-30,Indiana
Jamel Thomas,F,78,215.0,1973-03-25,Providence
James Thomas,F,80,235.0,1980-11-22,Texas
Jim Thomas,G,75,190.0,1960-10-19,Indiana
Joe Thomas,F,78,205.0,1948-03-09,Marquette
John Thomas,F,81,265.0,1975-09-08,Minnesota
Kenny Thomas,F,79,261.0,1977-07-25,New Mexico
Khyri Thomas,G,75,210.0,1996-05-08,Creighton
Kurt Thomas,F,81,230.0,1972-10-04,TCU
Lance Thomas,F,80,240.0,1988-04-24,Duke
Malcolm Thomas,F,81,225.0,1988-11-08,Pepperdine San Diego State
Matt Thomas,G,76,190.0,1994-08-04,Iowa State
Ronald Thomas,F,78,215.0,1950-11-19,Louisville
Terry Thomas,F,80,220.0,1953-08-20,Detroit Mercy
Tim Thomas,F,82,230.0,1977-02-26,Villanova
Tyrus Thomas,F,81,215.0,1986-08-17,LSU
Trey Thompkins,F,82,245.0,1990-05-20,Georgia
Bernard Thompson,F-G,78,210.0,1962-08-30,Fresno State
Billy Thompson,F,79,195.0,1963-12-01,Louisville
Brooks Thompson,G,76,193.0,1970-07-19,Texas A&M Oklahoma State
Corny Thompson,F,80,225.0,1960-02-05,UConn
David Thompson*,G-F,76,195.0,1954-07-13,NC State
Dijon Thompson,G-F,79,195.0,1983-02-23,UCLA
George Thompson,G,74,200.0,1947-11-29,Marquette
Hollis Thompson,G-F,80,206.0,1991-04-03,Georgetown
Jack Thompson,G,73,185.0,1946-03-26,South Carolina
Jason Thompson,F-C,83,250.0,1986-07-21,Rider University
John Thompson*,F,82,225.0,1941-09-02,Providence
Kevin Thompson,C-F,83,260.0,1971-02-07,NC State
Klay Thompson,G-F,78,215.0,1990-02-08,Washington State
LaSalle Thompson,C-F,82,245.0,1961-06-23,Texas
Mychal Thompson,C-F,82,226.0,1955-01-30,Minnesota
Mychel Thompson,G,78,211.0,1988-06-01,Pepperdine
Paul Thompson,G-F,78,210.0,1961-05-25,Tulane
Stephen Thompson,G,76,185.0,1968-12-02,Syracuse
Tristan Thompson,F-C,81,254.0,1991-03-13,Texas
JT Thor,F,82,205.0,2002-08-26,Auburn
Skip Thoren,C,82,230.0,1943-04-05,Illinois
Rod Thorn*,G,76,195.0,1941-05-23,West Virginia
Al Thornton,F,80,220.0,1983-12-07,Florida State
Bob Thornton,F-C,82,225.0,1962-07-10,University of California Irvine
Dallas Thornton,G,76,190.0,1946-09-01,Kentucky Wesleyan College
Marcus Thornton,G,76,205.0,1987-06-05,LSU
Sindarius Thornwell,G,76,215.0,1994-11-15,South Carolina
Otis Thorpe,F-C,81,225.0,1962-08-05,Providence
Sedale Threatt,G,74,175.0,1961-09-10,West Virginia Tech
Nate Thurmond*,C-F,83,225.0,1941-07-25,Bowling Green
Mel Thurston,G,72,175.0,1919-01-16,Canisius
Matisse Thybulle,G,77,201.0,1997-03-04,Washington
Hal Tidrick,F-G,73,190.0,1915-04-04,Washington & Jefferson College
Dan Tieman,G,72,185.0,1940-11-30,Thomas More College
Killian Tillie,F,81,220.0,1998-03-05,Gonzaga
Darren Tillis,C-F,83,215.0,1960-02-23,Cleveland State University
Xavier Tillman Sr.,F,80,245.0,1999-01-12,Michigan State
Jack Tingle,F,76,205.0,1924-12-30,Kentucky
George Tinsley,F,77,205.0,1946-09-19,Kentucky Wesleyan College
Jamaal Tinsley,G,75,195.0,1978-02-28,Iowa State
Wayman Tisdale,F-C,81,240.0,1964-06-09,Oklahoma
Mike Tobey,C,84,260.0,1994-10-10,Virginia
Isaiah Todd,F,82,220.0,2001-10-17,
Mike Todorovich,F-C,77,220.0,1923-06-11,Wyoming
Ray Tolbert,F,81,225.0,1958-09-10,Indiana
Tom Tolbert,F-C,79,235.0,1965-10-16,University of California Irvine Arizona
Anthony Tolliver,F-C,80,240.0,1985-06-01,Creighton
Dean Tolson,F,80,190.0,1951-11-25,Arkansas
Rudy Tomjanovich*,F,80,218.0,1948-11-24,Michigan
Andrew Toney,G,75,178.0,1957-11-23,Louisiana
Sedric Toney,G,74,178.0,1962-04-13,Dayton
Andy Tonkovich,G,73,185.0,1922-11-01,Marshall
Andy Toolson,G-F,78,210.0,1966-01-19,BYU
Jack Toomay,C-F,78,215.0,1922-08-09,University of the Pacific
Bernard Toone,F,81,210.0,1956-07-14,Marquette
Obi Toppin,F,81,220.0,1998-03-04,Dayton
Irv Torgoff,F,74,192.0,1917-03-06,Long Island University
Gene Tormohlen,C-F,80,230.0,1937-05-12,Tennessee
Óscar Torres,F,78,210.0,1976-12-18,
Juan Toscano-Anderson,F,78,209.0,1993-04-10,Marquette
Bill Tosheff,G,73,175.0,1926-06-02,Indiana
Bob Tough,G-F,72,185.0,1920-08-28,St. John's
Axel Toupane,G-F,79,197.0,1992-07-23,
Monte Towe,G,67,150.0,1953-09-27,NC State
Keith Tower,C-F,83,250.0,1970-05-15,Notre Dame
Blackie Towery,F-C,76,210.0,1920-06-20,Western Kentucky
Linton Townes,F-G,79,190.0,1959-11-30,James Madison University
Karl-Anthony Towns,C-F,83,248.0,1995-11-15,Kentucky
Raymond Townsend,G,75,175.0,1955-12-20,UCLA
George Trapp,F-C,80,205.0,1948-07-11,Cal State Long Beach
John Trapp,F,79,210.0,1945-10-02,UNLV
Robert Traylor,F,80,284.0,1977-02-01,Michigan
Gary Trent,F,80,250.0,1974-09-22,Ohio University
Gary Trent Jr.,G,77,209.0,1999-01-18,Duke
Jeff Trepagnier,G,76,200.0,1979-07-11,USC
John Tresvant,F-C,79,215.0,1939-11-06,Seattle University
Allonzo Trier,G,76,200.0,1996-01-17,Arizona
Dick Triptow,G-F,72,170.0,1922-11-03,DePaul
Kelly Tripucka,F-G,78,220.0,1959-02-16,Notre Dame
Ansley Truitt,C,81,215.0,1950-08-24,California
Cezary Tryba?ski,C,86,240.0,1979-09-22,
Jake Tsakalidis,C,86,285.0,1979-06-10,
John Tschogl,F,78,206.0,1950-04-25,UC Santa Barbara
Lou Tsioropoulos,F,77,190.0,1930-08-31,Kentucky
Nikoloz Tskitishvili,F,84,225.0,1983-04-14,
Al Tucker,F,80,190.0,1943-02-24,Oklahoma Baptist University
Alando Tucker,F,78,205.0,1984-02-11,Wisconsin
Anthony Tucker,F,80,220.0,1969-04-04,Georgetown Wake Forest
Jim Tucker,F,79,185.0,1932-12-11,Duquesne
P.J. Tucker,F,77,245.0,1985-05-05,Texas
Rayjon Tucker,F,75,209.0,1997-09-24,Florida Gulf Coast Little Rock
Trent Tucker,G,77,193.0,1959-12-20,Minnesota
Ronny Turiaf,F,82,249.0,1983-01-13,Gonzaga
Mirsad Türkcan,F,81,236.0,1976-06-07,
Hedo Türko?lu,F,82,220.0,1979-03-19,
Andre Turner,G,71,160.0,1964-12-13,Memphis
Bill Turner,F,79,220.0,1944-02-18,University of Akron
Elston Turner,G-F,77,190.0,1959-06-10,Ole Miss
Evan Turner,G,78,220.0,1988-10-27,Ohio State
Henry Turner,G-F,79,200.0,1966-08-18,Cal State Fullerton
Herschell Turner,G,74,195.0,1938-03-29,Nebraska
Jack Turner,F-G,76,170.0,1930-06-29,Western Kentucky
Jack Turner,G-F,77,200.0,1939-06-05,Louisville
Jeff Turner,F-C,81,230.0,1962-04-09,Vanderbilt
John Turner,F,80,245.0,1967-11-30,Georgetown Phillips University
Myles Turner,C-F,83,250.0,1996-03-24,Texas
Wayne Turner,G,74,190.0,1976-03-22,Kentucky
Melvin Turpin,C,83,240.0,1960-12-28,Kentucky
Dave Twardzik,G,73,175.0,1950-09-20,Old Dominion
Jack Twyman*,F-G,78,210.0,1934-05-11,Cincinnati
B.J. Tyler,G,73,185.0,1971-04-30,DePaul Texas
Jeremy Tyler,C,82,260.0,1991-06-21,
Terry Tyler,F-G,79,215.0,1956-10-30,Detroit Mercy
Charlie Tyra,C-F,80,230.0,1935-08-16,Louisville
Edwin Ubiles,G,78,204.0,1986-11-26,Siena College
Ekpe Udoh,C-F,82,245.0,1987-05-20,Michigan Baylor
Ime Udoka,F,78,215.0,1977-08-09,San Francisco Portland State
Beno Udrih,G,75,205.0,1982-07-05,
Roko Uki?,G,77,183.0,1984-05-12,
Tyler Ulis,G,70,160.0,1996-01-05,Kentucky
Wes Unseld*,C-F,79,245.0,1946-03-14,Louisville
Hal Uplinger,G,76,185.0,1929-09-30,Long Island University
Kelvin Upshaw,G,74,180.0,1963-01-24,Utah
Jarrod Uthoff,F,81,221.0,1993-05-19,Iowa
Ben Uzoh,G,75,205.0,1988-03-19,Tulsa
Stephen Vacendak,G,73,185.0,1944-08-15,Duke
Jonas Valan?i?nas,C,83,265.0,1992-05-06,
Darnell Valentine,G,73,183.0,1959-02-03,Kansas
Denzel Valentine,G,76,220.0,1993-11-16,Michigan State
Ronnie Valentine,F,79,210.0,1957-11-27,Old Dominion
John Vallely,G,75,185.0,1948-10-03,UCLA
Dick Van Arsdale,G-F,77,210.0,1943-02-22,Indiana
Tom Van Arsdale,F-G,77,202.0,1943-02-22,Indiana
Nick Van Exel,G,73,170.0,1971-11-27,Trinity Valley CC Cincinnati
Keith Van Horn,F,82,220.0,1975-10-23,Utah
Norm Van Lier,G,73,173.0,1947-04-01,Saint Francis University
Dennis Van Zant,F,81,210.0,1952-06-01,Azusa Pacific University
Fred VanVleet,G,73,197.0,1994-02-25,Wichita State
Gene Vance,G-F,75,195.0,1923-02-25,Illinois
Logan Vander Velden,F,80,215.0,1971-04-03,Green Bay
Jarred Vanderbilt,F,81,214.0,1999-04-03,Kentucky
Ernie Vandeweghe,F-G,75,195.0,1928-09-12,Colgate
Kiki Vandeweghe,F,80,220.0,1958-08-01,UCLA
Nick Vanos,C,85,255.0,1963-04-13,Santa Clara
David Vanterpool,G,77,200.0,1973-03-31,St. Bonaventure
Ratko Varda,C,85,260.0,1979-05-06,
Anderson Varejão,F-C,82,273.0,1982-09-28,
Jarvis Varnado,F,81,230.0,1988-03-01,Mississippi State
Greivis Vásquez,G,78,217.0,1987-01-16,Maryland
Devin Vassell,G-F,77,200.0,2000-08-23,Florida State
Chico Vaughn,G,74,190.0,1940-02-19,Southern Illinois
David Vaughn,C,83,220.0,1952-06-04,Oral Roberts
David Vaughn,F,81,240.0,1973-03-23,Memphis
Jacque Vaughn,G,73,190.0,1975-02-11,Kansas
Rashad Vaughn,G,78,202.0,1996-08-16,UNLV
Virgil Vaughn,F-C,76,205.0,1918-05-15,Western Kentucky
Loy Vaught,F,81,230.0,1968-02-27,Michigan
Bob Verga,G,73,190.0,1945-09-07,Duke
Pete Verhoeven,F,81,215.0,1959-02-15,Fresno State
Jan Veselý,F,83,240.0,1990-04-24,
Gundars V?tra,F,78,195.0,1967-05-22,
João Vianna,F,81,215.0,1966-11-15,
Charlie Villanueva,F,83,232.0,1984-08-24,UConn
Gabe Vincent,G,75,200.0,1996-06-14,UC Santa Barbara
Jay Vincent,F,79,220.0,1959-06-10,Michigan State
Sam Vincent,G,74,185.0,1963-05-18,Michigan State
Marcus Vinicius,F,80,225.0,1984-05-31,
Fred Vinson,G,76,190.0,1971-01-28,Georgia Tech
Claude Virden,F,78,195.0,1947-11-25,Murray State
Gary Voce,F,81,240.0,1965-11-24,Notre Dame
Floyd Volker,F-C,76,205.0,1921-06-21,Wyoming
Alexander Volkov,C,82,218.0,1964-03-28,
Whitey Von Nieda,G-F,73,170.0,1922-06-19,Penn State
Noah Vonleh,F,82,257.0,1995-08-24,Indiana
Jake Voskuhl,C,83,245.0,1977-11-01,UConn
Danny Vranes,F,79,210.0,1958-10-29,Utah
Slavko Vraneš,C,89,275.0,1983-01-30,
Stojko Vrankovi?,C,86,260.0,1964-01-22,
Brett Vroman,C,84,220.0,1955-12-25,UCLA UNLV
Jackson Vroman,F-C,82,220.0,1981-06-06,Iowa State
Nikola Vu?evi?,C,82,260.0,1990-10-24,USC
Sasha Vuja?i?,G,79,195.0,1984-03-08,
Butch van Breda Kolff,G-F,75,185.0,1922-10-28,NYU
Jan van Breda Kolff,F-G,79,195.0,1951-12-16,Vanderbilt
Dean Wade,F,81,228.0,1996-11-20,Kansas State
Dwyane Wade,G,76,220.0,1982-01-17,Marquette
Mark Wade,G,71,160.0,1965-10-15,Oklahoma UNLV
Von Wafer,G,77,210.0,1985-07-21,Florida State
Clint Wager,C-F,78,210.0,1920-01-20,Saint Mary's University of Minnesota
Dajuan Wagner,G,74,200.0,1983-02-04,Memphis
Danny Wagner,G,72,170.0,1922-08-01,Texas
Franz Wagner,G-F,81,225.0,2001-08-27,Michigan
Milt Wagner,G,77,185.0,1963-02-20,Louisville
Moritz Wagner,F-C,83,245.0,1997-04-26,Michigan
Phillip Wagner,G,74,190.0,1945-12-18,Georgia Tech
Ish Wainright,F,78,250.0,1994-09-12,Baylor
Dion Waiters,G,75,215.0,1991-12-10,Syracuse
Granville Waiters,C,83,225.0,1961-01-08,Ohio State
Andre Wakefield,G,75,175.0,1955-01-11,Loyola Chicago
Neal Walk,C,82,220.0,1948-07-29,Florida
Andy Walker,G,76,190.0,1955-03-25,Niagara University
Antoine Walker,F,80,224.0,1976-08-12,Kentucky
Brady Walker,F-C,78,205.0,1921-03-15,BYU
Chet Walker*,F-G,78,212.0,1940-02-22,Bradley
Darrell Walker,G,76,180.0,1961-03-09,Arkansas
Foots Walker,G,72,184.0,1951-05-21,Vincennes University West Georgia
Henry Walker,F,78,220.0,1987-10-09,Kansas State
Horace Walker,F,75,210.0,1937-04-17,Michigan State
Jimmy Walker,G,75,195.0,1944-04-08,Providence
Kemba Walker,G,72,184.0,1990-05-08,UConn
Kenny Walker,F,80,210.0,1964-08-18,Kentucky
Lonnie Walker IV,G,76,204.0,1998-12-14,Miami (FL)
M.J. Walker,G,77,213.0,1998-03-28,Florida State
Phil Walker,G,75,180.0,1956-03-20,Millersville
Samaki Walker,F,81,240.0,1976-02-25,Louisville
Wally Walker,F,79,190.0,1954-07-18,Virginia
John Wall,G,75,210.0,1990-09-06,Kentucky
Ben Wallace*,F-C,81,240.0,1974-09-10,Virginia Union University
Gerald Wallace,F,79,215.0,1982-07-23,Alabama
John Wallace,F,80,225.0,1974-02-09,Syracuse
Rasheed Wallace,F-C,82,225.0,1974-09-17,UNC
Red Wallace,G,73,185.0,1918-07-12,University of Scranton
Tyrone Wallace,G,77,198.0,1994-06-10,California
Dwight Waller,F,78,220.0,1945-10-05,Tennessee State
Jamie Waller,G,76,215.0,1964-11-20,Virginia Union University
Jim Walsh,F,76,195.0,1930-08-29,Stanford
Matt Walsh,G-F,78,205.0,1982-12-02,Florida
Rex Walters,G,76,190.0,1970-03-12,Northwestern Kansas
Paul Walther,G-F,74,160.0,1927-03-23,Tennessee
Isaac Walthour,G,71,163.0,1930-08-25,
Bill Walton*,C-F,83,210.0,1952-11-05,UCLA
Derrick Walton,G,72,189.0,1995-04-03,Michigan
Lloyd Walton,G,72,160.0,1953-11-23,Marquette
Luke Walton,F,80,235.0,1980-03-28,Arizona
Brad Wanamaker,G,75,210.0,1989-07-25,Pitt
Bobby Wanzer*,G,72,170.0,1921-06-04,Seton Hall
Perry Warbington,G,74,165.0,1952-09-07,Georgia Southern University
Charlie Ward,G,74,190.0,1970-10-12,Florida State
Gerry Ward,G,76,195.0,1941-09-06,Boston College
Henry Ward,G-F,76,195.0,1952-01-30,Jackson State University
Casper Ware,G,70,175.0,1990-01-17,Cal State Long Beach
Jim Ware,F,79,210.0,1944-05-02,Oklahoma City University
Ben Warley,F-G,77,200.0,1936-09-04,Tennessee State
Bob Warlick,G-F,77,200.0,1941-03-20,Pepperdine
Cornell Warner,F-C,81,220.0,1948-08-12,Jackson State University
Jameel Warney,F,80,260.0,1994-01-31,Stony Brook University
Bob Warren,G,77,190.0,1946-07-17,Vanderbilt
John Warren,G-F,75,180.0,1947-07-07,St. John's
T.J. Warren,F,80,220.0,1993-09-05,NC State
Willie Warren,G,76,203.0,1989-10-22,Oklahoma
Bryan Warrick,G,77,195.0,1959-07-22,Saint Joseph's
Hakim Warrick,F,81,219.0,1982-07-08,Syracuse
Chris Washburn,C,83,225.0,1965-05-13,NC State
Julian Washburn,F,80,210.0,1991-12-18,Texas-El Paso
Bobby Washington,G,71,175.0,1947-07-11,Eastern Kentucky University
Darius Washington,G,74,195.0,1985-12-06,Memphis
Donald Washington,F,80,210.0,1952-04-22,UNC
Duane Washington,G,76,195.0,1964-08-31,Middle Tennessee
Duane Washington Jr.,G,75,210.0,2000-03-24,Ohio State
Eric Washington,G,76,190.0,1974-03-23,Alabama
Jim Washington,F-C,78,210.0,1943-07-01,Villanova
Kermit Washington,F-C,80,230.0,1951-09-17,American University
P.J. Washington,F,79,230.0,1998-08-23,Kentucky
Pearl Washington,G,74,190.0,1964-01-06,Syracuse
Richard Washington,F-C,83,220.0,1955-07-15,UCLA
Stan Washington,G,76,190.0,1952-01-23,University of San Diego
Trooper Washington,F-C,79,215.0,1944-04-21,Cheyney (PA)
Wilson Washington,F-C,81,227.0,1955-08-03,Old Dominion
Yuta Watanabe,F,81,215.0,1994-10-13,George Washington
Lindy Waters III,G,78,215.0,1997-07-28,Oklahoma State
Tremont Waters,G,70,175.0,1998-01-10,LSU
Trendon Watford,F,81,240.0,2000-11-09,LSU
Darryl Watkins,C,83,258.0,1984-11-08,Syracuse
Bobby Watson,G,72,160.0,1930-03-22,Kentucky
C.J. Watson,G,74,175.0,1984-04-17,Tennessee
Earl Watson,G,73,195.0,1979-06-12,UCLA
Jamie Watson,F,79,190.0,1972-02-23,South Carolina
Paul Watson,G,78,210.0,1994-12-30,Fresno State
Ron Watts,F,78,210.0,1943-05-21,Wake Forest
Samuel Watts,G,75,185.0,1948-03-14,Florida A&M
Slick Watts,G,73,175.0,1951-07-22,Xavier University of Louisiana
Maalik Wayns,G,74,200.0,1991-05-02,Villanova
David Wear,F,82,230.0,1990-09-21,UNC UCLA
Travis Wear,F,82,230.0,1990-09-21,UNC UCLA
Clarence Weatherspoon,F,78,240.0,1970-09-08,Southern Miss
Nick Weatherspoon,F,79,195.0,1950-07-20,Illinois
Quinndary Weatherspoon,G,75,205.0,1996-09-10,Mississippi State
Kyle Weaver,G,78,201.0,1986-02-18,Washington State
James Webb III,F,81,202.0,1993-08-19,Boise State
Jeff Webb,G,76,170.0,1948-07-06,Kansas State
Marcus Webb,F-C,81,255.0,1970-05-09,Alabama
Spud Webb,G,66,133.0,1963-07-13,Midland College NC State
Chris Webber*,F-C,81,245.0,1973-03-01,Michigan
Briante Weber,G,74,165.0,1992-12-29,VCU
Jake Weber,C,78,225.0,1918-03-18,Purdue
Elnardo Webster,F,77,190.0,1948-03-06,Saint Peter's College
Jeff Webster,F,80,232.0,1971-02-19,Oklahoma
Martell Webster,G-F,79,230.0,1986-12-04,
Marvin Webster,C,85,225.0,1952-04-13,Morgan State University
Scott Wedman,F-G,79,215.0,1952-07-29,Colorado
Sonny Weems,G-F,78,205.0,1986-07-08,Arkansas
Dick Wehr,F,76,180.0,1925-12-09,Rice University
Brant Weidner,F,81,230.0,1960-10-28,William & Mary
Bob Weiss,G,74,180.0,1942-05-07,Penn State
Rick Weitzman,G,74,175.0,1946-04-30,Northeastern University
Bonzi Wells,G-F,77,210.0,1976-09-28,Ball State University
Bubba Wells,F,77,230.0,1974-07-26,Austin Peay State University
Owen Wells,F,79,200.0,1950-12-09,Detroit Mercy
Ralph Wells,G,73,180.0,1940-09-03,Northwestern
Chris Welp,C,84,245.0,1964-01-02,Washington
Ji?í Welsch,G,79,208.0,1980-01-27,
Thomas Welsh,C,84,255.0,1996-02-03,UCLA
Bill Wennington,C,84,245.0,1963-04-26,St. John's
Matt Wenstrom,C,85,250.0,1970-11-04,UNC
Robert Werdann,C,83,250.0,1970-09-12,St. John's
David Wesley,G,72,190.0,1970-11-14,Baylor
Walt Wesley,C,83,220.0,1945-01-25,Kansas
David West,F-C,81,250.0,1980-08-29,Xavier
Delonte West,G,76,180.0,1983-07-26,Saint Joseph's
Doug West,G-F,78,200.0,1967-05-27,Villanova
Jerry West*,G,75,175.0,1938-05-28,West Virginia
Mario West,G,77,210.0,1984-06-19,Georgia Tech
Mark West,C-F,82,230.0,1960-11-05,Old Dominion
Roland West,G,76,178.0,1944-06-06,Cincinnati
Russell Westbrook,G,75,200.0,1988-11-12,UCLA
Paul Westphal*,G,76,195.0,1950-11-30,USC
John Wetzel,G-F,77,190.0,1944-10-22,Virginia Tech
Robert Whaley,C,82,260.0,1982-04-16,Barton County Community College Cincinnati Walsh University
Ennis Whatley,G,75,177.0,1962-08-11,Alabama
DeJuan Wheat,G,72,165.0,1973-10-14,Louisville
Clinton Wheeler,G,73,185.0,1959-10-27,William Paterson University
Tyson Wheeler,G,70,165.0,1975-10-08,Rhode Island
Skippy Whitaker,G,73,180.0,1930-08-29,Kentucky
Andrew White,G,79,210.0,1993-06-16,Nebraska Syracuse
Coby White,G,77,195.0,2000-02-16,UNC
D.J. White,F,81,251.0,1986-08-31,Indiana
Derrick White,G,76,190.0,1994-07-02,Colorado-Colorado Springs Colorado
Eric White,F,80,200.0,1965-12-30,Pepperdine
Herb White,G,74,195.0,1948-06-15,Georgia
Hubie White,G-F,76,205.0,1940-01-26,Villanova
Jahidi White,F-C,81,290.0,1976-02-19,Georgetown
James White,G-F,79,200.0,1982-10-21,Florida Cincinnati
Jo Jo White*,G,75,190.0,1946-11-16,Kansas
Okaro White,F,80,205.0,1992-08-13,Florida State
Randy White,F,80,240.0,1967-11-04,Louisiana Tech
Rodney White,F,81,238.0,1980-06-28,UNC Charlotte
Rory White,F,80,210.0,1959-08-16,University of South Alabama
Royce White,F,80,270.0,1991-04-10,Iowa State
Rudy White,G,74,195.0,1953-06-23,Arizona State
Tony White,G,74,170.0,1965-02-15,Tennessee
Willie White,G,75,195.0,1962-08-20,Chattanooga
Isaiah Whitehead,G,76,213.0,1995-03-08,Seton Hall
Jerome Whitehead,C-F,82,220.0,1956-09-30,Marquette
Donald Whiteside,G,70,160.0,1969-04-25,Northern Illinois
Hassan Whiteside,C,84,265.0,1989-06-13,Marshall
Dwayne Whitfield,F,81,240.0,1972-08-21,Jackson State University
Chris Whitney,G,72,168.0,1971-10-05,Clemson
Hank Whitney,F-C,79,230.0,1939-04-28,Iowa State
Hawkeye Whitney,G-F,77,235.0,1957-06-22,NC State
Greg Whittington,F,80,210.0,1993-02-07,Georgetown
Shayne Whittington,F-C,83,250.0,1991-03-27,Western Michigan
Sidney Wicks,F-C,80,225.0,1949-09-19,UCLA
Ron Widby,F,76,210.0,1945-03-09,Tennessee
Murray Wier,G,69,155.0,1926-12-12,Iowa
Bob Wiesenhahn,F,76,215.0,1938-12-22,Cincinnati
Joe Wieskamp,G,78,212.0,1999-08-23,Iowa
Aaron Wiggins,G,78,200.0,1999-01-02,Maryland
Andrew Wiggins,F-G,79,197.0,1995-02-23,Kansas
Mitchell Wiggins,G,76,185.0,1959-09-28,Clemson Florida State
Lindell Wigginton,G,74,189.0,1998-03-28,Iowa State
Ken Wilburn,F,78,195.0,1944-06-08,Central State University
C.J. Wilcox,G,77,195.0,1990-12-30,Washington
Chris Wilcox,F,82,221.0,1982-09-03,Maryland
D.C. Wilcutt,G,74,165.0,1923-03-25,Saint Louis
Gene Wiley,C,82,210.0,1937-11-12,Wichita State
Jacob Wiley,F,79,215.0,1994-09-04,Eastern Washington
Michael Wiley,F,81,200.0,1957-10-16,Cal State Long Beach
Morlon Wiley,G,76,185.0,1966-09-24,Cal State Long Beach
Win Wilfong,G-F,74,185.0,1933-03-18,Memphis
Lenny Wilkens*,G,73,180.0,1937-10-28,Providence
Bob Wilkerson,G-F,78,195.0,1954-08-15,Indiana
Jamaal Wilkes*,F-G,78,190.0,1953-05-02,UCLA
James Wilkes,F,79,195.0,1958-04-01,UCLA
Damien Wilkins,F-G,78,225.0,1980-01-11,NC State Georgia
Dominique Wilkins*,F-G,80,215.0,1960-01-12,Georgia
Eddie Lee Wilkins,F-C,82,220.0,1962-05-07,Gardner-Webb University
Gerald Wilkins,G-F,78,185.0,1963-09-11,Chattanooga
Jeff Wilkins,C-F,83,230.0,1955-03-09,Illinois State
Dale Wilkinson,F,82,220.0,1960-03-18,Idaho State University
Mike Wilks,G,70,185.0,1979-05-07,Rice University
Aaron Williams,F-C,81,220.0,1971-10-02,Xavier
Al Williams,F,78,200.0,1948-02-03,Drake University
Alan Williams,F-C,80,265.0,1993-01-28,UC Santa Barbara
Alvin Williams,G,77,185.0,1974-08-06,Villanova
Art Williams,G,73,180.0,1939-09-29,Cal Poly Pomona
Bernie Williams,G,75,175.0,1945-12-30,La Salle
Bob Williams,F,78,230.0,1931-05-12,Florida A&M
Brandon Williams,G,78,215.0,1975-02-27,Davidson
Brandon Williams,G,74,190.0,1999-11-22,Arizona
Buck Williams,F-C,80,215.0,1960-03-08,Maryland
C.J. Williams,G,77,226.0,1990-02-06,NC State
Charlie Williams,G,72,165.0,1943-09-05,Seattle University
Chuck Williams,G,74,175.0,1946-06-06,Colorado
Chuckie Williams,G,75,180.0,1953-12-31,Kansas State
Cliff Williams,G,75,180.0,1945-04-15,Bowling Green
Corey Williams,G,74,190.0,1970-04-24,Oklahoma State
Deron Williams,G,75,200.0,1984-06-26,Illinois
Derrick Williams,F,80,240.0,1991-05-25,Arizona
Duck Williams,G,74,180.0,1956-08-02,Notre Dame
Earl Williams,C-F,79,230.0,1951-03-24,Winston-Salem State
Elliot Williams,G,77,190.0,1989-06-20,Duke Memphis
Eric Williams,F,80,220.0,1972-07-17,Vincennes University Providence
Fly Williams,G-F,77,200.0,1953-02-18,Austin Peay State University
